producto,marca,sustancia_activa,categoria,ean,laboratorio,estatus
Glucerna suplemento alimenticio líquido para el tratamiento de diabetes sabor vainilla 237 ml líquido botella,GLUCERNA,"ÁCIDO PANTOTÉNICO, VITAMINA C, VITAMINA E",SUPLEMENTO ALIMENTICIO,7501033956126,ABBOTT ANI (NUTRICIONALES),ACTIVO
Co-tarsan 15 comprimidos 50/12.5 mg,CO-TARSAN,"HIDROCLOROTIAZIDA, LOSARTÁN",CARDIOLOGÍA,7502009742767,MAVER,ACTIVO
Pediasure plus chocolate botella 900g,PEDIASURE,"ÁCIDO FÓLICO, VITAMINA C, VITAMINA E",SUPLEMENTO ALIMENTICIO,7501033957222,ABBOTT ANI (NUTRICIONALES),ACTIVO
Dimefor 60 tabletas 500mg,DIMEFOR,METFORMINA,DIABETES,7501300408099,SIEGFRIED RHEIN,ACTIVO
Seretide evohaler aerosol 120 dosis 25/250 mcg,SERETIDE,"FLUTICASONA, SALMETEROL",NEUMOLOGÍA,3393370037408,GLAXOSMITHKLINE,ACTIVO
Optazol ko suspension 75ml,OPTAZOL-KO,"CAOLÍN, NEOMICINA, PECTINA",SISTEMA DIGESTIVO,7501385495649,HORMONA,ACTIVO
Sansflu 28 tabletas 40mg,SANSFLU,ESOMEPRAZOL,SISTEMA DIGESTIVO,7501390915149,ITALMEX,ACTIVO
"Penipot 1 frasco con ampula 600,000/200,000 ui",PENIPOT,BENCILPENICILINA PROCAÍNA,INFECTOLOGÍA,7501349011175,ANTIBIOTICOS DE MEXICO,ACTIVO
Solución cs pisa 500ml,PISA,CLORURO DE SODIO,SOLUCIONES HOSPITALARIAS,7501125100123,PISA,ACTIVO
Senosiain adulto 10 supositorios caja glicerol 2632 mg,SENOSIAIN,GLICEROL,SISTEMA DIGESTIVO,7501314704156,LABORATORIOS SENOSIAIN S.A. DE,ACTIVO
Zyprexa zydis 5 mg oral 14 tabletas dispersables,ZYPREXA,OLANZAPINA,NEUROLOGÍA,7501082242072,ELI LILLY,ACTIVO
Alfavit-e 30 capsulas 500 u,ALFAVIT-E,TOCOFERSOLÁN,SUPLEMENTO ALIMENTICIO,7501130742493,GELCAPS,ACTIVO
Dismedox 14 cápsulas 75mg,DISMEDOX,PREGABALINA,NEUROLOGÍA,7501125161513,PISA,ACTIVO
Clindamicina 2 ampolletas 300mg/2ml,ANTIBIOTICOS DE MEXICO,CLINDAMICINA,INFECTOLOGÍA,7501349020900,ANTIBIOTICOS DE MEXICO,ACTIVO
Talnesis 30 tabletas 50 mg,TALNESIS,ITOPRIDA,GASTROENTEROLOGÍA,7501088513701,CHINOIN,ACTIVO
Camiden 1 tbo 10 g,CAMIDEN,BENZOCAÍNA,ANALGÉSICOS,7502009747205,BRUDIFARMA,ACTIVO
Kallion xr 30 tabletas 300mg,KALLION XR,OXCARBAZEPINA,NEUROLOGÍA,7501701400814,ESPECIFICOS STENDHAL,ACTIVO
Vesicare 10mg tabletas 10,VESICARE,SOLIFENACINA,UROLOGÍA,7730979097642,ASOFARMA,ACTIVO
Alliviax 10 tabletas caja naproxeno 550 mg,ALLIVIAX,NAPROXENO SÓDICO,ANALGÉSICOS,650240013805,GENOMMA LAB,ACTIVO
Pinaverio 100mg tabletas con 14,,BROMURO DE PINAVERIO,GASTROENTEROLOGÍA,7501384505271,NEOLPHARMA SA DE CV,ACTIVO
ESPIDORM 500MG TAB C20,ESPIDORM,DIOSMINA,CARDIOLOGÍA,7501300421159,SIEGFRIED RHEIN,ACTIVO
Nafich 1 crema 1% 15 g,NAFICH,TERBINAFINA,ANTIMICÓTICOS,7501573902966,BIOMEP,ACTIVO
CARBAMAZEPINA QYF 20 TABLETAS 200MG,,CARBAMAZEPINA,NEUROLOGÍA,7501109766116,QUÍMICA Y FARMACIA,ACTIVO
Psyllium plantago 1 polvo 49.7/100/400 g,,PLANTAGO PSYLLIUM,SUPLEMENTO ALIMENTICIO,7502223551770,NOVONAFAR,ACTIVO
Kisika 10 tabletas 30mg,KISIKA,DEFLAZACORT,ENDOCRINOLOGÍA,7502004402031,LABORATORIOS CONCORDIA,ACTIVO
Zinolox4g 400 mg oral 5 tabletas,ZINOLOX,MOXIFLOXACINO,INFECTOLOGÍA,7501299307328,LIOMONT RX,ACTIVO
Barmicil compuesto crema tubo 40g,BARMICIL,"BETAMETASONA, CLOTRIMAZOL, GENTAMICINA",DERMATOLOGÍA,7502001166066,SON'S,ACTIVO
Calutol 28 tabletas 50mg,CALUTOL,BICALUTAMIDA,ONCOLOGÍA,7501871720163,ASOFARMA,ACTIVO
PRESLOPIN 5MG TAB C30,PRESLOPIN,AMLODIPINO,CARDIOLOGÍA,7502227872697,RAAM,ACTIVO
PK-MERZ INY 40MG/100ML 500ML SOLUCIÓN 40 MG,PK-MERZ,AMANTADINA,NEUROLOGÍA,4046222740177,MERZ PHARMA,ACTIVO
Brucap (captopril) 30 tabletas 25 mg,BRUCAP,CAPTOPRIL,CARDIOLOGÍA,7501537102142,BRUDIFARMA,ACTIVO
Tromodil-v crema vaginal 1 tubo 43 g,TROMODIL V,ESTRÓGENOS CONJUGADOS,GINECOLOGÍA,7501300420572,SIEGFRIED RHEIN,ACTIVO
Flucoxan 10 cápsulas 100mg,FLUCOXAN,FLUCONAZOL,INFECTOLOGÍA,7501125108686,PISA,ACTIVO
Ulsicral 1 g frasco tabletas 40,ULSICRAL,SUCRALFATO,GASTROENTEROLOGÍA,7501390914418,ITALMEX,ACTIVO
Biotrefon l 24 sobres 1000mcg,BIOTREFON,COBAMAMIDA,GASTROENTEROLOGÍA,7501390914067,ITALMEX,ACTIVO
Soldrin ótico gotas 10ml,SOLDRIN,"BENZOCAÍNA, CLORANFENICOL, HIDROCORTISONA",ALERGOLOGÍA,7501125109928,PISA,ACTIVO
CENTRUM SILVER TAB C100 NVA I,CENTRUM,"ÁCIDO FÓLICO, BIOTINA, VITAMINA B12",MULTIVITAMÍNICOS,7501065095961,HALEON,ACTIVO
IDRAFAST UVA 500 ML,IDRAFAST,ELECTROLITOS,SUEROS,7501300421364,SIEGFRIED RHEIN,ACTIVO
Alpreak mirtazapina 15mg 30 tabletas,ALPREAK,MIRTAZAPINA,NEUROLOGÍA,7502222095725,INSTRUMENTACION MEDICA,ACTIVO
Exforge 14 comprimidos 5/160mg,EXFORGE,"AMLODIPINO, VALSARTÁN",CARDIOLOGÍA,7501094916701,NOVARTIS,ACTIVO
Gargax 60 ml solución atomizador benzocaína 3 g,GARGAX,BENZOCAÍNA,NEUMOLOGÍA,650240028335,GENOMMA LAB,ACTIVO
Nubrenza 2mg/24hrs parche 7,NUBRENZA,ROTIGOTINA,NEUROLOGÍA,7501088507021,MOKSHA8,ACTIVO
Duspatalin 200 mg oral 14 capsulas de liberacion prolongada,DUSPATALIN,MEBEVERINA,GASTROENTEROLOGÍA,7501033957512,ABBOTT,ACTIVO
Openvas co 20/12.5mg oral 28 tabletas,OPENVAS CO,"HIDROCLOROTIAZIDA, OLMESARTÁN",CARDIOLOGÍA,7506317100332,A MENARINI MEXICO S A DE C V,ACTIVO
Valvulan 0.25 mg oral 60 tabletas,VALVULAN,DIGOXINA,CARDIOLOGÍA,7501089803221,ARMSTRONG,ACTIVO
Seltz calcio suplemento alimenticio 90 g tabletas tubo calcio 500.0 mg,SELTZ,CALCIO,SUPLEMENTO ALIMENTICIO,7500326150975,REIVAX INTERNACIONAL SA DE CV,ACTIVO
Zatin 14 capsulas 20 mg,ZATIN,FLUOXETINA,NEUROLOGÍA,7503003738725,WERMAR PHARMACEUTICALS,ACTIVO
Keral 25mg tabletas con 20,KERAL,DEXKETOPROFENO,NEUROLOGÍA,7501385496257,A MENARINI MEXICO S A DE C V,ACTIVO
Docsi 20 tabletas 4 mg,DOCSI,CLORFENAMINA,ALERGOLOGÍA,7501573900153,BIOMEP,ACTIVO
Supradol im iv 30mg ampolleta 3x1ml,SUPRADOL,KETOROLACO,NEUROLOGÍA,7501299302286,LIOMONT RX,ACTIVO
Motilaxil 1 solución 100mg/5/120 ml,MOTILAXIL,PICOSULFATO DE SODIO,SISTEMA DIGESTIVO,7502006922728,FARMACOS CONTINENTALES,ACTIVO
Senosiain bebé 20 supositorios caja glicerol 1478 mg,SENOSIAIN,GLICEROL,SISTEMA DIGESTIVO,7501314704170,LABORATORIOS SENOSIAIN S.A. DE,ACTIVO
Flagyl suspensión frasco con 125mg 120ml,FLAGYL,METRONIDAZOL,GINECOLOGÍA,7501072340153,SANOFI PASTEUR,ACTIVO
Adenasa 7 tabletas 500mg,ADENASA,LEVOFLOXACINO,INFECTOLOGÍA,7501070648879,SANFER,ACTIVO
Pilovait 60 tabletas 1mg,PILOVAIT,FINASTERIDA,DERMATOLOGÍA,7501258215367,GRUPO SOMAR,ACTIVO
Ceftriaxona i.m. 1 frasco con ampula 1g/3.5 ml,ANTIBIOTICOS DE MEXICO,CEFTRIAXONA,INFECTOLOGÍA,7501349022461,ANTIBIOTICOS DE MEXICO,ACTIVO
Oxetol 20 tabletas 600mg,OXETOL,OXCARBAZEPINA,NEUROLOGÍA,7503006916106,SUN PHARMA DE MEXICO S.A. DE,ACTIVO
FLORATIL 250 MG CON 12 SOBRES,FLORATIL,SACCHAROMYCES BOULARDII CNCM I-745,SISTEMA DIGESTIVO,7500327050243,BIOCODEX DE MEXICO,ACTIVO
Cloramfeni 15 ml solución gotero cloranfenicol levógiro 5 mg,CLORAMFENI,CLORANFENICOL,OFTALMOLOGÍA,736085039603,SOPHIA,ACTIVO
Bentabud suspensión frasco 64ug/6ml,BENTABUD,BUDESONIDA,NEUMOLOGÍA,7502216934214,SANDOZ,ACTIVO
Miflonide 60 cápsulas 200mcg + dispositivo inhalador,MIFLONIDE,BUDESONIDA,NEUMOLOGÍA,7501124819422,NOVARTIS,ACTIVO
Farmapram alprazolam 1 mg con 30 tabletas,FARMAPRAM,ALPRAZOLAM,NEUROLOGÍA,7501249605443,INVESTIGACIÓN FARMACÉUTICA,ACTIVO
Pharmacaine frasco spray 115 ml,PHARMACAINE,LIDOCAÍNA,REUMATOLOGÍA,7502223111202,LABORATORIOS QUIMPHARMA,ACTIVO
Recoveron gdo 4.74 g oral 10 sobres,RECOVERÓN,ÁCIDO ACEXÁMICO,GASTROENTEROLOGÍA,7501089804082,ARMSTRONG,ACTIVO
AMIZT SR 3 TABLETAS 500MG,AMIZT SR,AZITROMICINA,INFECTOLOGÍA,7501300421685,SIEGFRIED RHEIN,ACTIVO
Vilona 0.075 top 15 g crema,VILONA,RIBAVIRINA,DERMATOLOGÍA,7501122969600,BAUSCH HEALTH,ACTIVO
MELOXICAM AVIVI 14 TABLETAS 15MG,,MELOXICAM,REUMATOLOGÍA,7502209850361,AVIVIA PHARMA,ACTIVO
Amably 14 cápsulas 40mg,AMABLY,ESOMEPRAZOL,SISTEMA DIGESTIVO,7501300420985,SIEGFRIED RHEIN,ACTIVO
Idaptan mr 35mg comprimidos 60,IDAPTAN,TRIMETAZIDINA,CARDIOLOGÍA,3594455800515,BECKMAN LABORATORIES DE MEXICO,ACTIVO
Openvas co 28 tabletas 40/12.5mg,OPENVAS CO,"HIDROCLOROTIAZIDA, OLMESARTÁN",CARDIOLOGÍA,7506317100066,A MENARINI MEXICO S A DE C V,ACTIVO
Aripripazol 20 tabletas 15mg,,ARIPIPRAZOL,NEUROLOGÍA,7506442700407,CAMBER,ACTIVO
Pisaurit 20 mg oral 14 capsulas,PISAURIT,FLUOXETINA,NEUROLOGÍA,7501125123252,PISA,ACTIVO
Lidocaina 5% tubo ungüento 35 gr,,LIDOCAÍNA,NEUROLOGÍA,7503004908738,ALPHARMA,ACTIVO
Trankitec-s 1 solución 200mg/1/40 ml,TRANKITEC-S,VALPROATO DE MAGNESIO,NEUROLOGÍA,7501471888324,TECNOFARMA,ACTIVO
Zaldiar 37.5 mg/325 mg 50 tabletas,ZALDIAR,"PARACETAMOL, TRAMADOL",NEUROLOGÍA,7502209290686,GRÜNENTHAL,ACTIVO
Mitzoratta 40 mg oral 28 tabletas,MITZORATTA,OLMESARTÁN,CARDIOLOGÍA,7502216933897,SANDOZ,ACTIVO
Pentasa granulado 30 sobres 2g,PENTASA,MESALAZINA,GASTROENTEROLOGÍA,7503000883398,FERRING,ACTIVO
Iyalib 28 tabletas 90 mg,IYALIB,ETORICOXIB,REUMATOLOGÍA,7501075723403,NOVAG,ACTIVO
THERAFLU DAYTIME TÉ ANTIGRIPAL FRUTOS DEL BOSQUE 10 SOBRES,THERAFLU,"DEXTROMETORFANO, FENILEFRINA, PARACETAMOL",SISTEMA RESPIRATORIO,7501065010438,HALEON,ACTIVO
ALNEX METAMIZOL SÓDICO 2.5 G SOLUCIÓN INYECTABLE 50 AMPOLLETAS 5 ML,ALNEX,METAMIZOL SÓDICO,ANALGÉSICOS,7501125113536,PISA,ACTIVO
Claritromicina 125 mg krobicin 60 ml suspensión frasco,KROBICIN,CLARITROMICINA,INFECTOLOGÍA,785118752330,MAVI FARMACEUTICA,ACTIVO
Ficonax 30 tabletas 1gr,FICONAX,METFORMINA,DIABETES,7501125101069,PISA,ACTIVO
Q-mind 300mg tabletas 30,Q-MIND,QUETIAPINA,NEUROLOGÍA,8903855069654,LABORATORIOS TORRENT,ACTIVO
Sinergix sublingual 10 tabletas caja clorhidrato de tramadol 25 mg,SINERGIX,"KETOROLACO, TRAMADOL",NEUROLOGÍA,7501250829944,RIMSA,ACTIVO
Bactroban 0.02 15 gr tubo mupirocina 20 mg,BACTROBAN,MUPIROCINA,DERMATOLOGÍA,7501043100519,GLAXOSMITHKLINE,ACTIVO
Gelicart action colageno hidrolizado 20 gr 30 sobres,GELICART ACTION,COLÁGENO,SUPLEMENTO ALIMENTICIO,7501165010819,SANOFI AVENTIS (CHC),ACTIVO
Thoreva 30 tabletas 80mg,THOREVA,ATORVASTATINA,CARDIOLOGÍA,7501299309643,LIOMONT RX,ACTIVO
NAZIL OFTENO SOLUCIÓN 1MG/ML 5ML,NAZIL,NAFAZOLINA,OFTALMOLOGÍA,736085415735,SOPHIA,ACTIVO
Redustat 60mg capsulas con 90,REDUSTAT,ORLISTAT,GASTROENTEROLOGÍA,7501299350010,LIOMONT OTC,ACTIVO
Zyprexa 5 mg oral 14 tabletas,ZYPREXA,OLANZAPINA,NEUROLOGÍA,7501082212037,ELI LILLY,ACTIVO
Clidets gel 1% tubo 30g,CLIDETS,CLINDAMICINA,DERMATOLOGÍA,7501390912728,ITALMEX,ACTIVO
Adaferin 0.1% crema 30 gr,ADAFERIN,ADAPALENO,DERMATOLOGÍA,3499320001946,GALDERMA,ACTIVO
Tukol-d 1 jarabe miel adulto 120 ml,TUKOL-D,"DEXTROMETORFANO, GUAIFENESINA",NEUMOLOGÍA,650240036378,GENOMMA LAB,ACTIVO
Andox 20 tabletas 500/50mg,ANDOX,"CAFEÍNA, PARACETAMOL",ANALGÉSICOS,7501471890013,BAUSCH HEALTH,ACTIVO
Conazol 30+ crema tubo 10gr,CONAZOL,KETOCONAZOL,ANTIMICÓTICOS,7501299303290,LIOMONT OTC,ACTIVO
Edorame sem 30 comprimidos 250mg,EDORAME SEM,VALPROATO SEMISÓDICO,NEUROLOGÍA,7501125177231,PISA,ACTIVO
Solucion glucosa 1 solucion 5%/1000 ml,PISA,GLUCOSA,SOLUCIONES HOSPITALARIAS,7501125100864,PISA,ACTIVO
Topamax 100 mg oral 20 tabletas,TOPAMAX,TOPIRAMATO,NEUROLOGÍA,7501100089108,JANSSEN CILAG DE MEXICO,ACTIVO
RYBELSUS 30 TABLETAS 7MG,RYBELSUS,SEMAGLUTIDA,DIABETES,7503007822901,NOVO NORDISK,ACTIVO
TORLAMO DT DISPERSABLE 28 TABLETAS 25MG,TORLAMO DT,LAMOTRIGINA,NEUROLOGÍA,8903855084107,LABORATORIOS TORRENT,ACTIVO
Blendox 20 tabletas 4 mg,BLENDOX,CLORFENAMINA,ALERGOLOGÍA,7501825300137,DEGORT´S CHEMICAL,ACTIVO
Virazide 1 solucion iny 100 mg/12 ml,VIRAZIDE,RIBAVIRINA,INFECTOLOGÍA,7501123019502,BAUSCH HEALTH,ACTIVO
Coversam 10/5mg comprimidos 30,COVERSAM,"AMLODIPINO, PERINDOPRIL",CARDIOLOGÍA,5391189220859,BECKMAN LABORATORIES DE MEXICO,ACTIVO
Tramacet 18.75/162.5m g oral 10 tabletas,TRAMACET,"PARACETAMOL, TRAMADOL",NEUROLOGÍA,7501109911448,JANSSEN CILAG DE MEXICO,ACTIVO
Angiotrofin retard 10 tabletas 180mg,ANGIOTROFIN,DILTIAZEM,CARDIOLOGÍA,7501089802057,ARMSTRONG,ACTIVO
Atozet 10/20mg tabletas 30,ATOZET,"ATORVASTATINA, EZETIMIBA",CARDIOLOGÍA,7501050632102,ORGANON COMERCIALIZADORA,ACTIVO
Krindor 10 tabletas 8 mg,KRINDOR,ONDANSETRÓN,GASTROENTEROLOGÍA,7502226290218,ALPHARMA,ACTIVO
Nari-sol 90mg comprimidos 7,NARI-SOL,ETORICOXIB,REUMATOLOGÍA,7501390913459,ITALMEX,ACTIVO
Hyzaar 30 tabletas 50/12.5mg,HYZAAR,"HIDROCLOROTIAZIDA, LOSARTÁN",CARDIOLOGÍA,7501326000772,ORGANON COMERCIALIZADORA,ACTIVO
Avancid 14 capsulas 15 mg,AVANCID,LANSOPRAZOL,GASTROENTEROLOGÍA,7502009740749,MAVER,ACTIVO
Brealitam av 1 solución .500/.055/3000g 60 ml,BREALITAM AV,"AMANTADINA, CLORFENAMINA, PARACETAMOL",SISTEMA RESPIRATORIO,7502006923558,FARMACOS CONTINENTALES,ACTIVO
Minopac 30 tabletas 100mg,MINOPAC,MINOCICLINA,INFECTOLOGÍA,7501390913107,ITALMEX,ACTIVO
Neo-dolaren gel tubo 45g,NEO-DOLAREN,DICLOFENACO,REUMATOLOGÍA,7501070903268,CARNOT,ACTIVO
DROSSAGYN CREMA 50G,DROSSAGYN,ESTRIOL,GINECOLOGÍA,729208216104,BESINSHEALTHCARE MEXICO SA DE,ACTIVO
Tums extra carbonato de calcio 750 mg 3 rollos con 8 tabletas masticables,TUMS,CARBONATO DE CALCIO,SISTEMA DIGESTIVO,7501065054043,HALEON,ACTIVO
Gentil ito infantil paracetamol 80mg 10 comprimidos,GENTIL,"CLORFENAMINA, PARACETAMOL",SISTEMA RESPIRATORIO,7501314707645,LABORATORIOS SENOSIAIN S.A. DE,ACTIVO
Fontanivio 28 tabletas 5mg,FONTANIVIO,OLANZAPINA,NEUROLOGÍA,7501125154522,PISA,ACTIVO
Kaomycin frasco suspension 180 ml,KAOMYCIN,"CAOLÍN, NEOMICINA, PECTINA",SISTEMA DIGESTIVO,7501089809452,ARMSTRONG,ACTIVO
Zerpyco 14 tabletas 100 mg,ZERPYCO,BROMURO DE PINAVERIO,GASTROENTEROLOGÍA,7501188800732,BAUSCH HEALTH,ACTIVO
Risperdal consta 25mg suspensión 1,RISPERDAL CONSTA,RISPERIDONA,NEUROLOGÍA,7501109930050,JANSSEN CILAG DE MEXICO,ACTIVO
Redoxon vitamina c naranja 10 tabletas,REDOXON,ÁCIDO ASCÓRBICO,SUPLEMENTO ALIMENTICIO,7501008409527,BAYER,ACTIVO
Malival 30 cápsulas 25mg,MALIVAL,INDOMETACINA,REUMATOLOGÍA,7501101614026,LABORATORIOS SILANES,ACTIVO
Vitapromin chocolate 1 polvo 400 grs.,VITAPROMIN,"ÁCIDO FÓLICO, VITAMINA C, VITAMINA E",SUPLEMENTO ALIMENTICIO,7503028771486,SUANCA,ACTIVO
Celecoxib 30 cápsulas 200mg,,CELECOXIB,REUMATOLOGÍA,7502216805385,ULTRA LABORATORIOS,ACTIVO
Topiramato 20 tabletas 100mg,,TOPIRAMATO,NEUROLOGÍA,7502216796003,ULTRA LABORATORIOS,ACTIVO
Belivag 42 tabletas 120 mg,BELIVAG,ORLISTAT,GASTROENTEROLOGÍA,7501075718942,NOVAG,ACTIVO
Skudexa tramadol 75mg/25mg 10 tabletas,SKUDEXA,"DEXKETOPROFENO, TRAMADOL",REUMATOLOGÍA,7506317100653,A MENARINI MEXICO S A DE C V,ACTIVO
Mustela bebe contra rozaduras crema 50ml,MUSTELA,ÓXIDO DE ZINC,CUIDADO DEL BEBÉ,3504105025816,EXPANSCIENCE,ACTIVO
Combodart 0 5/0 4mg capsulas con 90,COMBODART,"DUTASTERIDA, TAMSULOSINA",UROLOGÍA,7501043101615,GLAXOSMITHKLINE,ACTIVO
Pregabalina 14 cápsulas 75mg,,PREGABALINA,NEUROLOGÍA,7502216799806,ULTRA LABORATORIOS,ACTIVO
Animalin hierro 1 solución 133.2mg/240 ml,ANIMALIN,HIERRO,SUPLEMENTO ALIMENTICIO,7502259890072,NATUREX,ACTIVO
Dorzo/Timolol solución oftálmica frasco gotero 5ml,,"DORZOLAMIDA, TIMOLOL",OFTALMOLOGÍA,7502231320962,MICRO PHARMACEUTICALS MEXICO,ACTIVO
Poverful 20mg 4 tabletas,POVERFUL,TADALAFIL,UROLOGÍA,7501300450425,WESER PHARMA,ACTIVO
Himanix 20 tabletas 200mg,HIMANIX,HIDROXICLOROQUINA,REUMATOLOGÍA,7502009747458,BRUDIFARMA,ACTIVO
Cefixima 100 mg beneventol 50 ml suspensión frasco,BENEVENTOL,CEFIXIMA,INFECTOLOGÍA,7502009745737,MAVER,ACTIVO
Fidoin q 40mg sabor tutti frutti frasco 15ml,FIDOIN,IBUPROFENO,REUMATOLOGÍA,7502223112384,LABORATORIOS QUIMPHARMA,ACTIVO
Folcress tratamiento anticaída reparador capilar 260 ml caja,FOLCRESS,MINOXIDIL,CUIDADO DEL CABELLO,7501022111239,GRISI HERMANOS,ACTIVO
Gantamin jarabe frasco 120ml,GANTAMIN,DROPROPIZINA,NEUMOLOGÍA,7502211789321,LOEFFLER,ACTIVO
Cefixima 400 mg beneventol 6 cápsulas caja,BENEVENTOL,CEFIXIMA,INFECTOLOGÍA,7502009746253,MAVER,ACTIVO
Invictus 5mg tabletas 28,INVICTUS,TADALAFIL,UROLOGÍA,7501300421319,SIEGFRIED RHEIN,ACTIVO
Nari-sol 120mg comprimidos 7,NARI-SOL,ETORICOXIB,REUMATOLOGÍA,7501390913466,ITALMEX,ACTIVO
Medibutin suspensión frasco 240ml,MEDIBUTIN,"DOMPERIDONA, MAGALDRATO",GASTROENTEROLOGÍA,7501293202421,MEDIX,ACTIVO
Alzam 60 tabletas 0.25mg,ALZAM,ALPRAZOLAM,NEUROLOGÍA,7501384502188,PSICOFARMA,ACTIVO
Craztronin 4 tabletas 500 mg,CRAZTRONIN,AZITROMICINA,INFECTOLOGÍA,7502227871355,RAAM,ACTIVO
Fedpros 20 cápsulas 0.4mg,FEDPROS,TAMSULOSINA,UROLOGÍA,7502227872192,RAAM,ACTIVO
Rinofren solución 120ml,RINOFREN,"CLORFENAMINA, FENILEFRINA, PARACETAMOL",SISTEMA RESPIRATORIO,7501124103552,CARNOT,ACTIVO
Ensure fresa 400gr,ENSURE,"ÁCIDO FÓLICO, BIOTINA, VITAMINA C",SUPLEMENTO ALIMENTICIO,7501033953347,ABBOTT ANI (NUTRICIONALES),ACTIVO
Acxion fentermina 6.4 mg 30 tabletas,ACXION,FENTERMINA,GASTROENTEROLOGÍA,7501249603838,INVESTIGACIÓN FARMACÉUTICA,ACTIVO
Gabirol solución frasco 120ml,GABIROL,RIMANTADINA,INFECTOLOGÍA,7501088507878,CHINOIN,ACTIVO
Klaricid 12h 250 mg oral pediatrico suspension,KLARICID,CLARITROMICINA,INFECTOLOGÍA,7501033921674,ABBOTT,ACTIVO
Depakene 250 mg oral 60 capsulas,DEPAKENE,ÁCIDO VALPROICO,NEUROLOGÍA,7501033920332,ABBOTT,ACTIVO
Zyloprim 30 tabletas 300 mg,ZYLOPRIM,ALOPURINOL,REUMATOLOGÍA,7502253072924,ASPEN,ACTIVO
Solucion hartmann 500 ml,DELMED,"CLORURO DE CALCIO, CLORURO DE POTASIO, CLORURO DE SODIO, LACTATO DE SODIO",SOLUCIONES HOSPITALARIAS,7506022303660,JAYOR,ACTIVO
Pamezone 40mg capsula 28,PAMEZONE,ESOMEPRAZOL,SISTEMA DIGESTIVO,7501300450319,WESER PHARMA,ACTIVO
Cicloferon solución spray atomizador 50ml,CICLOFERON,ACICLOVIR,INFECTOLOGÍA,7501299301449,LIOMONT RX,ACTIVO
Unasal crema 1% tubo 15g,UNASAL,TERBINAFINA,DERMATOLOGÍA,7501314701254,LABORATORIOS SENOSIAIN S.A. DE,ACTIVO
Diltiazem 30 tabletas 30mg,,DILTIAZEM,CARDIOLOGÍA,7501258203609,SERRAL,ACTIVO
Retin a crema 0.1% tubo 40g,RETIN-A,TRETINOÍNA,DERMATOLOGÍA,7501100076092,JANSSEN CILAG DE MEXICO,ACTIVO
Bruzol 1 suspensión 400mg/20 ml,BRUZOL,ALBENDAZOL,SISTEMA DIGESTIVO,7501537101879,BRUDIFARMA,ACTIVO
Predial 40 tabletas 1000 mg,PRE-DIAL,METFORMINA,DIABETES,7501101623349,LABORATORIOS SILANES,ACTIVO
Pediasure plus sabor chocolate en polvo con 400 g,PEDIASURE,"ÁCIDO FÓLICO, VITAMINA C, VITAMINA E",SUPLEMENTO ALIMENTICIO,7501033957215,ABBOTT ANI (NUTRICIONALES),ACTIVO
Bisolvon tos seca jarabe sabor durazno 120 ml frasco dextrometorfano 200 mg,BISOLVON,DEXTROMETORFANO,ANALGÉSICOS,7501037907193,SANFER,ACTIVO
Kernoline 30 sobres 1500/1200mg,KERNOLINE,"GLUCOSAMINA, SULFATO DE CONDROITINA",REUMATOLOGÍA,7502216808102,ULTRA LABORATORIOS,ACTIVO
Piascledine 300 60 cápsulas 100/200mg,PIASCLEDINE,"GLYCINE MAX, PERSEA GRATISSIMA",REUMATOLOGÍA,3504108091184,EXPANSCIENCE,ACTIVO
Collifrin adulto 1 solucion 50mg/20 ml,COLLIFRIN,OXIMETAZOLINA,ALERGOLOGÍA,780083144302,COLLINS,ACTIVO
Lyrica 28 capsulas 75mg,LYRICA,PREGABALINA,NEUROLOGÍA,7501287670311,VIATRIS HEALTHCARE MEXICO S DE RL DE CV,ACTIVO
Hidrocortisona clor benz solución 10ml,ANTIBIOTICOS DE MEXICO,"BENZOCAÍNA, CLORANFENICOL, HIDROCORTISONA",REUMATOLOGÍA,7501349029095,ANTIBIOTICOS DE MEXICO,ACTIVO
Clauter 30 tabletas 50mg,CLAUTER,CILOSTAZOL,HEMATOLOGÍA,7730979093019,ASOFARMA,ACTIVO
Norvas 5 mg oral 30 tabletas,NORVAS,AMLODIPINO,CARDIOLOGÍA,7501287670038,VIATRIS HEALTHCARE MEXICO S DE RL DE CV,ACTIVO
Controlip trilipix 45 mg oral 30 capsulas,CONTROLIP-TRILIPIX,FENOFIBRATO DE COLINA,CARDIOLOGÍA,7501033959912,ABBOTT,ACTIVO
Lobi hz 14 tabletas 5/12.5mg,LOBI HZ,"HIDROCLOROTIAZIDA, NEBIVOLOL",CARDIOLOGÍA,7506317100554,A MENARINI MEXICO S A DE C V,ACTIVO
Next 10 abletas 500mg,NEXT,"CAFEÍNA, CLORFENAMINA, FENILEFRINA, PARACETAMOL",SISTEMA RESPIRATORIO,650240010538,GENOMMA LAB,ACTIVO
Butilhioscina 10 tabletas 10mg,ANTIBIOTICOS DE MEXICO,BUTILHIOSCINA,GASTROENTEROLOGÍA,7501349024601,ANTIBIOTICOS DE MEXICO,ACTIVO
Deslotrim 20 tabletas 100mg,DESLOTRIM,FENAZOPIRIDINA,UROLOGÍA,7502227876572,RAAM,ACTIVO
Eturion 30 tabletas 40mg,ETURION,ATORVASTATINA,CARDIOLOGÍA,7501287640178,VIATRIS HEALTHCARE MEXICO S DE RL DE CV,ACTIVO
